,iid,id,wave,partner,pid,match,int_corr,age_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,age,imprelig,goal,date,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr_important,sinc_important,intel_important,fun_important,amb_important,shar_important,attr_fellow_want,sinc_fellow_want,intel_fellow_want,fun_fellow_want,amb_fellow_want,shar_fellow_want,attr_o_want,sinc_o_want,intel_o_want,fun_o_want,amb_o_want,shar_o_want,attr_self,sinc_self,fun_self,intel_self,amb_self,attr_perceived,sinc_perceived,intel_perceived,fun_perceived,amb_perceived,dec,attr,sinc,intel,fun,amb,shar,like,prob,age_diff
2386,172,15.0,7,11,152.0,0,0.02,27.0,14.0,20.0,20.0,14.0,18.0,14.0,0,6.0,8.0,7.0,8.0,9.0,,7.0,8.0,27.0,7.0,1.0,3,1.0,7.0,8.0,7.0,8.0,4.0,5.0,5.0,6.0,8.0,7.0,4.0,6.0,8.0,8.0,7.0,6.0,3.0,5.0,,3,4,1,2,5,6,1,2,5,4,6,3,3,4,1,5,2,6,5.0,6.0,9.0,8.0,9.0,2,4,5,1,3,1,7.0,8.0,8.0,4.0,6.0,3.0,6.0,7.0,0-4
2387,172,15.0,7,12,153.0,0,0.29,28.0,9.76,19.51,19.51,14.63,19.51,17.07,1,6.0,5.0,6.0,6.0,7.0,,6.0,5.0,27.0,7.0,1.0,3,1.0,7.0,8.0,7.0,8.0,4.0,5.0,5.0,6.0,8.0,7.0,4.0,6.0,8.0,8.0,7.0,6.0,3.0,5.0,,3,4,1,2,5,6,1,2,5,4,6,3,4,5,1,3,2,6,5.0,6.0,9.0,8.0,9.0,5,4,2,3,1,0,4.0,6.0,8.0,2.0,,1.0,4.0,5.0,0-4
2388,172,15.0,7,13,154.0,1,0.28,27.0,15.38,17.31,17.31,17.31,17.31,15.38,1,9.0,10.0,10.0,10.0,10.0,8.0,8.0,3.0,27.0,7.0,1.0,3,1.0,7.0,8.0,7.0,8.0,4.0,5.0,5.0,6.0,8.0,7.0,4.0,6.0,8.0,8.0,7.0,6.0,3.0,5.0,,4,3,1,2,5,6,1,2,5,4,6,3,3,5,1,4,2,6,5.0,6.0,9.0,8.0,9.0,1,5,2,3,4,1,7.0,8.0,8.0,5.0,6.0,6.0,6.0,5.0,0-4
2389,172,15.0,7,14,155.0,0,-0.03,27.0,15.09,18.87,18.87,16.98,16.98,13.21,0,5.0,8.0,8.0,6.0,7.0,7.0,6.0,6.0,27.0,7.0,1.0,3,1.0,7.0,8.0,7.0,8.0,4.0,5.0,5.0,6.0,8.0,7.0,4.0,6.0,8.0,8.0,7.0,6.0,3.0,5.0,,3,4,1,2,5,6,1,2,5,3,6,4,3,2,1,4,5,6,5.0,6.0,9.0,8.0,9.0,4,5,2,1,3,0,5.0,6.0,6.0,4.0,5.0,5.0,5.0,5.0,0-4
2390,172,15.0,7,15,156.0,1,-0.08,30.0,14.0,18.0,16.0,18.0,18.0,16.0,1,5.0,9.0,10.0,8.0,10.0,7.0,8.0,8.0,27.0,7.0,1.0,3,1.0,7.0,8.0,7.0,8.0,4.0,5.0,5.0,6.0,8.0,7.0,4.0,6.0,8.0,8.0,7.0,6.0,3.0,5.0,,4,3,1,2,5,6,1,2,5,4,6,3,3,2,1,5,4,6,5.0,6.0,9.0,8.0,9.0,4,3,1,2,5,1,6.0,8.0,7.0,7.0,8.0,7.0,7.0,6.0,0-4
2391,172,15.0,7,16,157.0,0,0.36,28.0,14.29,16.33,16.33,18.37,18.37,16.33,0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,27.0,7.0,1.0,3,1.0,7.0,8.0,7.0,8.0,4.0,5.0,5.0,6.0,8.0,7.0,4.0,6.0,8.0,8.0,7.0,6.0,3.0,5.0,,3,4,1,2,5,6,1,2,5,4,6,3,2,3,1,4,5,6,5.0,6.0,9.0,8.0,9.0,1,5,4,3,2,1,8.0,5.0,7.0,8.0,9.0,6.0,8.0,4.0,0-4
2392,173,16.0,7,1,142.0,1,-0.21,24.0,14.29,14.29,21.43,21.43,19.05,9.52,1,6.0,4.0,8.0,9.0,9.0,9.0,8.0,7.0,22.0,7.0,1.0,4,1.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0,3.0,,4,3,1,2,5,6,1,3,5,2,4,6,5,2,3,1,4,6,7.0,9.0,9.0,9.0,9.0,2,3,5,1,4,1,8.0,7.0,7.0,7.0,5.0,5.0,7.0,5.0,0-4
2393,173,16.0,7,2,143.0,0,-0.03,33.0,8.33,20.83,20.83,14.58,16.67,18.75,0,7.0,5.0,8.0,9.0,8.0,,7.0,5.0,22.0,7.0,1.0,4,1.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0,3.0,,3,4,1,2,5,6,1,4,5,2,3,6,5,2,3,1,4,6,7.0,9.0,9.0,9.0,9.0,4,1,2,3,5,0,4.0,6.0,5.0,4.0,5.0,5.0,3.0,3.0,10-14
2394,173,16.0,7,3,144.0,0,0.72,23.0,16.0,16.0,16.0,18.0,18.0,16.0,0,6.0,7.0,8.0,6.0,7.0,6.0,6.0,8.0,22.0,7.0,1.0,4,1.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0,3.0,,4,3,2,1,5,6,2,4,5,1,3,6,5,3,2,1,4,6,7.0,9.0,9.0,9.0,9.0,4,2,5,1,3,0,5.0,7.0,6.0,6.0,6.0,5.0,4.0,4.0,0-4
2395,173,16.0,7,4,145.0,0,-0.5,24.0,11.36,18.18,22.73,18.18,11.36,18.18,1,8.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,22.0,7.0,1.0,4,1.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0,3.0,,3,4,1,2,5,6,1,3,5,2,4,6,5,2,3,1,4,6,7.0,9.0,9.0,9.0,9.0,1,2,3,4,5,0,4.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,0-4
2396,173,16.0,7,5,146.0,0,-0.21,36.0,18.18,18.18,18.18,18.18,13.64,13.64,0,6.0,8.0,8.0,8.0,,,5.0,3.0,22.0,7.0,1.0,4,1.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0,3.0,,4,3,2,1,5,6,1,4,5,2,3,6,5,3,2,1,4,6,7.0,9.0,9.0,9.0,9.0,1,4,5,3,2,0,5.0,6.0,5.0,5.0,5.0,4.0,4.0,3.0,10-14
2397,173,16.0,7,6,147.0,0,0.03,26.0,18.0,18.0,20.0,18.0,16.0,10.0,0,6.0,8.0,8.0,8.0,4.0,5.0,6.0,6.0,22.0,7.0,1.0,4,1.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0,3.0,,3,4,1,2,5,6,1,3,5,2,4,6,5,2,3,1,4,6,7.0,9.0,9.0,9.0,9.0,3,4,5,2,1,0,5.0,7.0,5.0,6.0,6.0,4.0,4.0,4.0,0-4
2398,173,16.0,7,7,148.0,0,-0.34,27.0,15.09,16.98,16.98,18.87,18.87,13.21,0,7.0,9.0,9.0,5.0,8.0,2.0,7.0,2.0,22.0,7.0,1.0,4,1.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0,3.0,,4,3,2,1,5,6,1,3,5,2,4,6,5,2,3,1,4,6,7.0,9.0,9.0,9.0,9.0,1,2,5,4,3,0,5.0,8.0,5.0,7.0,6.0,5.0,5.0,4.0,5-9
2399,173,16.0,7,8,149.0,1,0.15,28.0,8.51,19.15,19.15,19.15,19.15,14.89,1,5.0,8.0,8.0,7.0,4.0,,6.0,5.0,22.0,7.0,1.0,4,1.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0,3.0,,4,3,2,1,5,6,1,3,5,2,4,6,5,2,3,1,4,6,7.0,9.0,9.0,9.0,9.0,3,5,2,1,4,1,8.0,8.0,8.0,8.0,7.0,8.0,8.0,6.0,5-9
2400,173,16.0,7,9,150.0,0,0.39,31.0,12.0,20.0,20.0,20.0,14.0,14.0,0,6.0,8.0,8.0,8.0,8.0,,8.0,5.0,22.0,7.0,1.0,4,1.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0,3.0,,3,4,2,1,5,6,1,4,5,2,3,6,5,2,3,1,4,6,7.0,9.0,9.0,9.0,9.0,4,1,3,2,5,1,7.0,7.0,7.0,7.0,7.0,5.0,6.0,4.0,5-9
2401,173,16.0,7,10,151.0,1,0.09,28.0,14.55,16.36,18.18,18.18,16.36,16.36,1,8.0,7.0,8.0,9.0,6.0,10.0,9.0,9.0,22.0,7.0,1.0,4,1.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0,3.0,,3,4,1,2,5,6,2,3,5,1,4,6,5,2,3,1,4,6,7.0,9.0,9.0,9.0,9.0,5,4,1,2,3,1,9.0,8.0,7.0,8.0,7.0,7.0,8.0,6.0,5-9
2402,173,16.0,7,11,152.0,0,-0.15,27.0,14.0,20.0,20.0,14.0,18.0,14.0,0,5.0,8.0,8.0,6.0,7.0,7.0,7.0,7.0,22.0,7.0,1.0,4,1.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0,3.0,,3,4,1,2,5,6,1,4,5,2,3,6,5,2,3,1,4,6,7.0,9.0,9.0,9.0,9.0,1,3,2,5,4,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5-9
2403,173,16.0,7,12,153.0,0,0.12,28.0,9.76,19.51,19.51,14.63,19.51,17.07,0,5.0,5.0,6.0,6.0,,,5.0,5.0,22.0,7.0,1.0,4,1.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0,3.0,,4,3,1,2,5,6,2,4,5,1,3,6,5,2,3,1,4,6,7.0,9.0,9.0,9.0,9.0,1,5,3,2,4,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5-9
2404,173,16.0,7,13,154.0,1,0.54,27.0,15.38,17.31,17.31,17.31,17.31,15.38,1,9.0,9.0,10.0,9.0,9.0,7.0,8.0,5.0,22.0,7.0,1.0,4,1.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0,3.0,,4,3,2,1,5,6,1,4,5,2,3,6,5,3,2,1,4,6,7.0,9.0,9.0,9.0,9.0,1,3,2,4,5,1,6.0,7.0,6.0,7.0,6.0,6.0,7.0,4.0,5-9
2405,173,16.0,7,14,155.0,0,-0.13,27.0,15.09,18.87,18.87,16.98,16.98,13.21,0,3.0,8.0,8.0,4.0,8.0,6.0,5.0,7.0,22.0,7.0,1.0,4,1.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0,3.0,,3,4,2,1,5,6,1,3,5,2,4,6,5,2,3,1,4,6,7.0,9.0,9.0,9.0,9.0,4,2,1,5,3,1,6.0,7.0,7.0,8.0,7.0,5.0,6.0,5.0,5-9
2406,173,16.0,7,15,156.0,1,-0.15,30.0,14.0,18.0,16.0,18.0,18.0,16.0,1,6.0,9.0,10.0,9.0,9.0,7.0,8.0,7.0,22.0,7.0,1.0,4,1.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0,3.0,,4,3,2,1,5,6,1,4,5,2,3,6,5,3,2,1,4,6,7.0,9.0,9.0,9.0,9.0,3,5,4,1,2,1,7.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,5-9
2407,173,16.0,7,16,157.0,0,0.49,28.0,14.29,16.33,16.33,18.37,18.37,16.33,0,5.0,6.0,5.0,6.0,5.0,6.0,3.0,7.0,22.0,7.0,1.0,4,1.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0,3.0,,3,4,2,1,5,6,2,3,5,1,4,6,5,2,3,1,4,6,7.0,9.0,9.0,9.0,9.0,5,1,2,3,4,1,7.0,8.0,8.0,8.0,8.0,7.0,7.0,6.0,5-9
2408,174,1.0,8,1,184.0,1,0.34,34.0,16.67,16.67,16.67,16.67,16.67,16.67,1,8.0,10.0,10.0,8.0,6.0,7.0,7.0,7.0,29.0,1.0,4.0,5,3.0,5.0,4.0,6.0,6.0,8.0,8.0,4.0,4.0,6.0,8.0,4.0,6.0,5.0,9.0,9.0,6.0,5.0,5.0,,6,1,4,2,5,3,3,2,5,1,6,4,3,4,5,1,6,2,9.0,10.0,8.0,8.0,6.0,1,4,3,5,2,1,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5-9
2409,174,1.0,8,2,185.0,0,0.48,25.0,16.98,15.09,16.98,16.98,18.87,15.09,0,6.0,6.0,7.0,6.0,5.0,8.0,7.0,9.0,29.0,1.0,4.0,5,3.0,5.0,4.0,6.0,6.0,8.0,8.0,4.0,4.0,6.0,8.0,4.0,6.0,5.0,9.0,9.0,6.0,5.0,5.0,,6,1,4,5,2,3,3,4,5,1,6,2,4,3,5,1,6,2,9.0,10.0,8.0,8.0,6.0,2,4,3,1,5,0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,0-4
2410,174,1.0,8,3,186.0,0,0.35,24.0,19.44,19.44,22.22,16.67,11.11,11.11,0,4.0,6.0,6.0,,5.0,,5.0,3.0,29.0,1.0,4.0,5,3.0,5.0,4.0,6.0,6.0,8.0,8.0,4.0,4.0,6.0,8.0,4.0,6.0,5.0,9.0,9.0,6.0,5.0,5.0,,6,1,5,2,3,4,4,1,5,3,6,2,4,3,5,2,6,1,9.0,10.0,8.0,8.0,6.0,1,2,4,3,5,1,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5-9
2411,174,1.0,8,4,187.0,1,0.71,26.0,16.98,16.98,18.87,16.98,13.21,16.98,1,6.0,8.0,,,,10.0,5.0,9.0,29.0,1.0,4.0,5,3.0,5.0,4.0,6.0,6.0,8.0,8.0,4.0,4.0,6.0,8.0,4.0,6.0,5.0,9.0,9.0,6.0,5.0,5.0,,6,1,5,3,4,2,3,1,5,4,6,2,4,3,5,2,6,1,9.0,10.0,8.0,8.0,6.0,4,3,5,1,2,1,5.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,0-4
2412,174,1.0,8,5,188.0,0,0.51,21.0,15.56,11.11,22.22,15.56,20.0,15.56,0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,29.0,1.0,4.0,5,3.0,5.0,4.0,6.0,6.0,8.0,8.0,4.0,4.0,6.0,8.0,4.0,6.0,5.0,9.0,9.0,6.0,5.0,5.0,,6,1,5,2,4,3,1,4,5,2,6,3,3,4,5,2,6,1,9.0,10.0,8.0,8.0,6.0,3,5,2,1,4,1,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,5-9
2413,174,1.0,8,6,189.0,0,0.22,27.0,16.98,16.98,16.98,16.98,16.98,15.09,0,5.0,8.0,7.0,5.0,5.0,4.0,5.0,7.0,29.0,1.0,4.0,5,3.0,5.0,4.0,6.0,6.0,8.0,8.0,4.0,4.0,6.0,8.0,4.0,6.0,5.0,9.0,9.0,6.0,5.0,5.0,,6,1,5,4,2,3,1,4,5,3,6,2,4,3,5,2,6,1,9.0,10.0,8.0,8.0,6.0,2,3,1,4,5,1,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,0-4
2414,174,1.0,8,7,190.0,0,0.21,25.0,15.56,20.0,20.0,20.0,13.33,11.11,0,5.0,8.0,8.0,8.0,4.0,,4.0,6.0,29.0,1.0,4.0,5,3.0,5.0,4.0,6.0,6.0,8.0,8.0,4.0,4.0,6.0,8.0,4.0,6.0,5.0,9.0,9.0,6.0,5.0,5.0,,6,1,3,5,4,2,3,4,5,1,6,2,4,3,5,1,6,2,9.0,10.0,8.0,8.0,6.0,4,5,2,3,1,1,5.0,5.0,6.0,6.0,6.0,6.0,6.0,8.0,0-4
2415,174,1.0,8,8,191.0,0,0.32,28.0,20.45,20.45,20.45,18.18,18.18,2.27,0,5.0,8.0,7.0,6.0,6.0,8.0,5.0,6.0,29.0,1.0,4.0,5,3.0,5.0,4.0,6.0,6.0,8.0,8.0,4.0,4.0,6.0,8.0,4.0,6.0,5.0,9.0,9.0,6.0,5.0,5.0,,6,1,3,4,2,5,3,2,5,1,6,4,3,4,5,2,6,1,9.0,10.0,8.0,8.0,6.0,3,5,1,2,4,1,5.0,6.0,5.0,7.0,7.0,6.0,6.0,8.0,0-4
2416,174,1.0,8,9,192.0,0,-0.03,24.0,19.57,19.57,15.22,17.39,15.22,13.04,0,3.0,8.0,8.0,4.0,6.0,3.0,4.0,5.0,29.0,1.0,4.0,5,3.0,5.0,4.0,6.0,6.0,8.0,8.0,4.0,4.0,6.0,8.0,4.0,6.0,5.0,9.0,9.0,6.0,5.0,5.0,,6,1,4,3,5,2,2,3,5,4,6,1,4,3,5,2,6,1,9.0,10.0,8.0,8.0,6.0,1,5,3,2,4,1,6.0,5.0,6.0,7.0,7.0,7.0,7.0,8.0,5-9
2417,174,1.0,8,10,193.0,0,0.37,25.0,20.93,16.28,23.26,16.28,11.63,11.63,0,3.0,9.0,7.0,5.0,6.0,6.0,7.0,6.0,29.0,1.0,4.0,5,3.0,5.0,4.0,6.0,6.0,8.0,8.0,4.0,4.0,6.0,8.0,4.0,6.0,5.0,9.0,9.0,6.0,5.0,5.0,,6,1,3,2,4,5,2,3,5,4,6,1,3,4,5,2,6,1,9.0,10.0,8.0,8.0,6.0,4,5,1,3,2,1,6.0,5.0,6.0,7.0,7.0,7.0,7.0,8.0,0-4
2418,175,2.0,8,1,184.0,0,0.41,34.0,16.67,16.67,16.67,16.67,16.67,16.67,0,7.0,10.0,10.0,7.0,10.0,8.0,5.0,9.0,23.0,8.0,2.0,3,1.0,8.0,2.0,6.0,8.0,7.0,7.0,3.0,3.0,6.0,6.0,5.0,6.0,5.0,6.0,9.0,5.0,3.0,7.0,,6,1,3,5,2,4,1,6,4,3,2,5,1,6,5,2,3,4,7.0,10.0,8.0,8.0,9.0,5,1,4,2,3,1,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,10-14
2419,175,2.0,8,2,185.0,0,0.56,25.0,16.98,15.09,16.98,16.98,18.87,15.09,0,3.0,8.0,8.0,4.0,7.0,6.0,2.0,6.0,23.0,8.0,2.0,3,1.0,8.0,2.0,6.0,8.0,7.0,7.0,3.0,3.0,6.0,6.0,5.0,6.0,5.0,6.0,9.0,5.0,3.0,7.0,,6,1,4,5,2,3,1,6,4,3,2,5,1,6,5,2,3,4,7.0,10.0,8.0,8.0,9.0,5,3,2,4,1,0,2.0,7.0,7.0,5.0,7.0,2.0,2.0,7.0,0-4
2420,175,2.0,8,3,186.0,0,0.48,24.0,19.44,19.44,22.22,16.67,11.11,11.11,1,7.0,6.0,6.0,6.0,5.0,7.0,6.0,5.0,23.0,8.0,2.0,3,1.0,8.0,2.0,6.0,8.0,7.0,7.0,3.0,3.0,6.0,6.0,5.0,6.0,5.0,6.0,9.0,5.0,3.0,7.0,,6,1,3,5,2,4,1,6,4,3,2,5,1,6,5,2,3,4,7.0,10.0,8.0,8.0,9.0,4,3,1,2,5,0,2.0,8.0,8.0,7.0,8.0,6.0,4.0,7.0,0-4
2421,175,2.0,8,4,187.0,0,0.45,26.0,16.98,16.98,18.87,16.98,13.21,16.98,0,6.0,,10.0,5.0,,,3.0,2.0,23.0,8.0,2.0,3,1.0,8.0,2.0,6.0,8.0,7.0,7.0,3.0,3.0,6.0,6.0,5.0,6.0,5.0,6.0,9.0,5.0,3.0,7.0,,6,2,4,5,1,3,1,6,5,3,2,4,1,6,5,2,3,4,7.0,10.0,8.0,8.0,9.0,4,3,2,5,1,0,4.0,6.0,7.0,7.0,6.0,7.0,4.0,5.0,0-4
2422,175,2.0,8,5,188.0,1,0.43,21.0,15.56,11.11,22.22,15.56,20.0,15.56,1,6.0,5.0,6.0,5.0,5.0,5.0,4.0,2.0,23.0,8.0,2.0,3,1.0,8.0,2.0,6.0,8.0,7.0,7.0,3.0,3.0,6.0,6.0,5.0,6.0,5.0,6.0,9.0,5.0,3.0,7.0,,6,1,4,5,2,3,1,6,4,3,2,5,1,6,5,2,3,4,7.0,10.0,8.0,8.0,9.0,3,5,2,4,1,1,4.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,0-4
2423,175,2.0,8,6,189.0,0,0.1,27.0,16.98,16.98,16.98,16.98,16.98,15.09,0,6.0,6.0,5.0,5.0,4.0,5.0,6.0,2.0,23.0,8.0,2.0,3,1.0,8.0,2.0,6.0,8.0,7.0,7.0,3.0,3.0,6.0,6.0,5.0,6.0,5.0,6.0,9.0,5.0,3.0,7.0,,6,1,4,5,2,3,1,6,4,3,2,5,1,6,5,2,3,4,7.0,10.0,8.0,8.0,9.0,3,5,4,1,2,1,4.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,0-4
2424,175,2.0,8,7,190.0,1,0.05,25.0,15.56,20.0,20.0,20.0,13.33,11.11,1,9.0,8.0,8.0,9.0,8.0,10.0,7.0,5.0,23.0,8.0,2.0,3,1.0,8.0,2.0,6.0,8.0,7.0,7.0,3.0,3.0,6.0,6.0,5.0,6.0,5.0,6.0,9.0,5.0,3.0,7.0,,6,2,3,5,1,4,1,6,4,3,2,5,1,6,5,2,3,4,7.0,10.0,8.0,8.0,9.0,4,1,3,5,2,1,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,0-4
2425,175,2.0,8,8,191.0,0,0.65,28.0,20.45,20.45,20.45,18.18,18.18,2.27,0,5.0,9.0,8.0,7.0,8.0,8.0,5.0,7.0,23.0,8.0,2.0,3,1.0,8.0,2.0,6.0,8.0,7.0,7.0,3.0,3.0,6.0,6.0,5.0,6.0,5.0,6.0,9.0,5.0,3.0,7.0,,6,1,3,5,2,4,1,6,5,3,2,4,1,6,5,2,3,4,7.0,10.0,8.0,8.0,9.0,4,1,5,2,3,1,1.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,5-9
2426,175,2.0,8,9,192.0,0,0.05,24.0,19.57,19.57,15.22,17.39,15.22,13.04,0,4.0,8.0,7.0,6.0,4.0,5.0,6.0,9.0,23.0,8.0,2.0,3,1.0,8.0,2.0,6.0,8.0,7.0,7.0,3.0,3.0,6.0,6.0,5.0,6.0,5.0,6.0,9.0,5.0,3.0,7.0,,6,1,3,5,2,4,1,6,4,3,2,5,1,6,5,2,3,4,7.0,10.0,8.0,8.0,9.0,1,4,5,3,2,0,1.0,5.0,7.0,8.0,7.0,8.0,7.0,5.0,0-4
2427,175,2.0,8,10,193.0,1,0.39,25.0,20.93,16.28,23.26,16.28,11.63,11.63,1,5.0,8.0,8.0,6.0,8.0,9.0,8.0,8.0,23.0,8.0,2.0,3,1.0,8.0,2.0,6.0,8.0,7.0,7.0,3.0,3.0,6.0,6.0,5.0,6.0,5.0,6.0,9.0,5.0,3.0,7.0,,6,2,4,5,1,3,1,6,4,3,2,5,1,6,5,2,3,4,7.0,10.0,8.0,8.0,9.0,5,4,1,3,2,1,4.0,6.0,7.0,6.0,7.0,7.0,4.0,7.0,0-4
2428,176,3.0,8,1,184.0,1,0.48,34.0,16.67,16.67,16.67,16.67,16.67,16.67,1,10.0,10.0,10.0,7.0,10.0,6.0,9.0,7.0,28.0,1.0,2.0,6,3.0,7.0,6.0,5.0,10.0,10.0,9.0,7.0,4.0,4.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,3.0,7.0,,6,1,2,3,4,5,4,1,2,3,5,6,2,3,4,1,6,5,6.0,9.0,7.0,8.0,6.0,3,2,4,5,1,1,7.0,7.0,8.0,6.0,7.0,5.0,6.0,3.0,5-9
2429,176,3.0,8,2,185.0,0,0.16,25.0,16.98,15.09,16.98,16.98,18.87,15.09,0,3.0,8.0,8.0,4.0,7.0,6.0,2.0,8.0,28.0,1.0,2.0,6,3.0,7.0,6.0,5.0,10.0,10.0,9.0,7.0,4.0,4.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,3.0,7.0,,6,1,2,3,4,5,4,1,3,2,5,6,1,2,4,3,6,5,6.0,9.0,7.0,8.0,6.0,4,3,2,1,5,0,6.0,5.0,6.0,6.0,7.0,4.0,6.0,2.0,0-4
2430,176,3.0,8,3,186.0,1,0.5,24.0,19.44,19.44,22.22,16.67,11.11,11.11,1,8.0,7.0,7.0,6.0,7.0,8.0,7.0,6.0,28.0,1.0,2.0,6,3.0,7.0,6.0,5.0,10.0,10.0,9.0,7.0,4.0,4.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,3.0,7.0,,6,1,2,3,4,5,4,1,3,2,5,6,1,2,4,3,6,5,6.0,9.0,7.0,8.0,6.0,1,5,2,3,4,1,7.0,8.0,7.0,6.0,5.0,6.0,7.0,5.0,0-4
2431,176,3.0,8,4,187.0,0,0.44,26.0,16.98,16.98,18.87,16.98,13.21,16.98,0,,,,,,,,,28.0,1.0,2.0,6,3.0,7.0,6.0,5.0,10.0,10.0,9.0,7.0,4.0,4.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,3.0,7.0,,6,1,2,3,4,5,4,1,3,2,5,6,2,3,4,1,6,5,6.0,9.0,7.0,8.0,6.0,5,1,3,4,2,0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,0-4
2432,176,3.0,8,5,188.0,0,0.43,21.0,15.56,11.11,22.22,15.56,20.0,15.56,0,6.0,5.0,7.0,5.0,5.0,7.0,4.0,2.0,28.0,1.0,2.0,6,3.0,7.0,6.0,5.0,10.0,10.0,9.0,7.0,4.0,4.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,3.0,7.0,,6,1,2,3,4,5,2,1,3,4,5,6,1,3,4,2,6,5,6.0,9.0,7.0,8.0,6.0,1,2,4,5,3,0,7.0,5.0,6.0,8.0,6.0,4.0,4.0,2.0,5-9
2433,176,3.0,8,6,189.0,0,-0.05,27.0,16.98,16.98,16.98,16.98,16.98,15.09,0,8.0,8.0,5.0,6.0,4.0,5.0,7.0,2.0,28.0,1.0,2.0,6,3.0,7.0,6.0,5.0,10.0,10.0,9.0,7.0,4.0,4.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,3.0,7.0,,5,1,2,3,4,6,4,1,3,2,5,6,2,3,4,1,6,5,6.0,9.0,7.0,8.0,6.0,4,2,5,3,1,0,6.0,7.0,7.0,5.0,5.0,3.0,5.0,1.0,0-4
