,match,int_corr,age_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,age,imprelig,goal,date,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr_important,sinc_important,intel_important,fun_important,amb_important,shar_important,attr_self,sinc_self,fun_self,intel_self,amb_self,dec,attr,sinc,intel,fun,amb,shar,like,prob
246,0,0.35,28.0,40.0,20.0,20.0,20.0,0.0,0.0,1,6.0,7.0,7.0,7.0,9.0,7.0,7.0,5.0,21.0,6.0,1.0,1.0,1.0,2.0,2.0,3.0,9.0,7.0,6.0,6.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,3.0,5.0,3.0,4,2,1,5,6,3,5.0,8.0,6.0,7.0,8.0,0,6.0,7.0,6.0,6.0,5.0,5.0,6.0,4.0
247,0,0.1,23.0,20.0,25.0,25.0,10.0,10.0,10.0,0,6.0,9.0,10.0,8.0,10.0,7.0,7.0,7.0,21.0,6.0,1.0,1.0,1.0,2.0,2.0,3.0,9.0,7.0,6.0,6.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,3.0,5.0,3.0,3,2,1,6,4,5,5.0,8.0,6.0,7.0,8.0,0,6.0,8.0,7.0,6.0,7.0,5.0,6.0,5.0
255,0,0.04,30.0,20.0,20.0,25.0,25.0,5.0,5.0,1,6.0,6.0,6.0,5.0,6.0,4.0,6.0,6.0,27.0,3.0,2.0,6.0,4.0,10.0,1.0,10.0,9.0,6.0,6.0,10.0,6.0,3.0,6.0,1.0,6.0,9.0,8.0,8.0,6.0,7.0,5.0,3.0,6,2,1,4,3,5,7.0,9.0,9.0,8.0,8.0,0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
264,0,-0.12,25.0,25.0,20.0,25.0,20.0,10.0,0.0,0,8.0,10.0,9.0,9.0,8.0,4.0,3.0,1.0,25.0,2.0,1.0,5.0,2.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,5.0,4.0,2,1,3,6,4,5,7.0,9.0,7.0,8.0,6.0,0,7.0,8.0,9.0,6.0,8.0,5.0,6.0,4.0
267,0,-0.2,24.0,25.0,35.0,30.0,10.0,0.0,0.0,1,8.0,5.0,6.0,6.0,5.0,1.0,6.0,1.0,25.0,2.0,1.0,5.0,2.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,5.0,4.0,2,1,3,5,6,4,7.0,9.0,7.0,8.0,6.0,0,4.0,5.0,10.0,4.0,10.0,4.0,4.0,5.0
268,0,-0.29,24.0,25.0,15.0,25.0,25.0,15.0,15.0,1,7.0,6.0,6.0,7.0,5.0,4.0,7.0,6.0,25.0,2.0,1.0,5.0,2.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,5.0,4.0,1,2,5,3,6,4,7.0,9.0,7.0,8.0,6.0,0,6.0,7.0,9.0,7.0,9.0,3.0,5.0,4.0
269,0,-0.01,28.0,25.0,15.0,25.0,15.0,0.0,20.0,1,7.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,25.0,2.0,1.0,5.0,2.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,5.0,4.0,2,1,6,3,5,4,7.0,9.0,7.0,8.0,6.0,0,6.0,8.0,7.0,5.0,8.0,7.0,7.0,5.0
270,0,-0.24,26.0,20.0,35.0,20.0,10.0,10.0,5.0,1,10.0,8.0,7.0,8.0,7.0,8.0,9.5,6.0,25.0,2.0,1.0,5.0,2.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,5.0,4.0,2,1,3,4,6,5,7.0,9.0,7.0,8.0,6.0,0,7.0,8.0,8.0,6.0,10.0,6.0,8.0,7.0
271,0,-0.05,30.0,20.0,20.0,25.0,25.0,5.0,5.0,1,6.0,7.0,5.0,5.0,5.0,2.0,6.0,5.0,25.0,2.0,1.0,5.0,2.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,5.0,4.0,1,2,6,5,4,3,7.0,9.0,7.0,8.0,6.0,0,3.0,8.0,9.0,8.0,10.0,5.0,8.0,4.0
273,0,0.06,25.0,20.0,20.0,20.0,20.0,5.0,15.0,1,9.0,8.0,7.0,8.0,6.0,5.0,8.0,4.0,25.0,2.0,1.0,5.0,2.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,5.0,4.0,2,1,3,4,5,6,7.0,9.0,7.0,8.0,6.0,0,8.0,8.0,9.0,8.0,9.0,8.0,9.0,8.0
275,0,0.11,23.0,25.0,10.0,35.0,15.0,0.0,15.0,0,6.0,4.0,7.0,6.0,2.0,2.0,3.0,3.0,25.0,2.0,1.0,5.0,2.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,5.0,4.0,2,1,3,6,4,5,7.0,9.0,7.0,8.0,6.0,0,6.0,5.0,8.0,7.0,10.0,8.0,6.0,7.0
276,0,0.28,21.0,15.0,20.0,15.0,30.0,5.0,15.0,1,8.0,7.0,7.0,7.0,6.0,6.0,7.0,3.0,25.0,2.0,1.0,5.0,2.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,5.0,4.0,1,2,3,4,5,6,7.0,9.0,7.0,8.0,6.0,0,5.0,4.0,7.0,5.0,9.0,7.0,5.0,4.0
277,0,0.11,28.0,40.0,15.0,20.0,10.0,5.0,10.0,1,9.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,25.0,2.0,1.0,5.0,2.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,5.0,4.0,1,2,5,4,6,3,7.0,9.0,7.0,8.0,6.0,0,7.0,8.0,9.0,7.0,8.0,5.0,7.0,7.0
278,0,-0.15,28.0,40.0,20.0,20.0,20.0,0.0,0.0,1,8.0,9.0,9.0,9.0,7.0,5.0,7.0,5.0,25.0,2.0,1.0,5.0,2.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,5.0,4.0,1,2,5,4,6,3,7.0,9.0,7.0,8.0,6.0,0,5.0,8.0,8.0,6.0,9.0,6.0,6.0,7.0
279,0,0.53,23.0,20.0,25.0,25.0,10.0,10.0,10.0,1,8.0,9.0,8.0,10.0,9.0,8.0,9.0,6.0,25.0,2.0,1.0,5.0,2.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,5.0,4.0,2,1,5,4,3,6,7.0,9.0,7.0,8.0,6.0,0,7.0,7.0,7.0,8.0,8.0,6.0,7.0,5.0
280,0,-0.38,25.0,25.0,20.0,25.0,20.0,10.0,0.0,0,8.0,9.0,9.0,8.0,7.0,4.0,3.0,1.0,23.0,4.0,1.0,5.0,2.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,7.0,10.0,3,1,2,4,5,6,7.0,8.0,8.0,8.0,8.0,0,2.0,5.0,5.0,3.0,5.0,2.0,2.0,2.0
283,0,-0.02,24.0,25.0,35.0,30.0,10.0,0.0,0.0,1,6.0,5.0,7.0,5.0,5.0,2.0,5.0,4.0,23.0,4.0,1.0,5.0,2.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,7.0,10.0,2,3,1,4,5,6,7.0,8.0,8.0,8.0,8.0,0,2.0,6.0,7.0,1.0,7.0,2.0,2.0,3.0
284,0,0.46,24.0,25.0,15.0,25.0,25.0,15.0,15.0,1,8.0,7.0,7.0,8.0,7.0,7.0,9.0,7.0,23.0,4.0,1.0,5.0,2.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,7.0,10.0,1,2,3,4,5,6,7.0,8.0,8.0,8.0,8.0,0,3.0,8.0,7.0,6.0,6.0,4.0,5.0,4.0
285,0,-0.06,28.0,25.0,15.0,25.0,15.0,0.0,20.0,1,7.0,6.0,8.0,7.0,6.0,7.0,8.0,7.0,23.0,4.0,1.0,5.0,2.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,7.0,10.0,2,3,1,4,5,6,7.0,8.0,8.0,8.0,8.0,0,4.0,7.0,6.0,1.0,4.0,3.0,2.0,2.0
286,0,0.22,26.0,20.0,35.0,20.0,10.0,10.0,5.0,1,10.0,9.0,9.0,10.0,7.0,8.0,9.5,7.0,23.0,4.0,1.0,5.0,2.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,7.0,10.0,3,1,2,5,4,6,7.0,8.0,8.0,8.0,8.0,0,7.0,4.0,5.0,6.0,5.0,4.0,6.0,5.0
287,0,-0.05,30.0,20.0,20.0,25.0,25.0,5.0,5.0,1,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,23.0,4.0,1.0,5.0,2.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,7.0,10.0,3,1,2,5,4,6,7.0,8.0,8.0,8.0,8.0,0,3.0,7.0,6.0,4.0,6.0,2.0,2.0,2.0
289,0,0.02,25.0,20.0,20.0,20.0,20.0,5.0,15.0,1,9.0,8.0,7.0,7.0,7.0,8.0,8.0,6.0,23.0,4.0,1.0,5.0,2.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,7.0,10.0,3,2,1,5,4,6,7.0,8.0,8.0,8.0,8.0,0,5.0,8.0,8.0,7.0,7.0,6.0,5.0,5.0
291,0,0.05,23.0,25.0,10.0,35.0,15.0,0.0,15.0,1,7.0,3.0,5.0,5.0,3.0,2.0,6.0,6.0,23.0,4.0,1.0,5.0,2.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,7.0,10.0,1,3,2,5,4,6,7.0,8.0,8.0,8.0,8.0,0,6.0,7.0,6.0,5.0,6.0,6.0,6.0,4.0
292,0,0.06,21.0,15.0,20.0,15.0,30.0,5.0,15.0,1,8.0,7.0,7.0,7.0,6.0,6.0,7.0,3.0,23.0,4.0,1.0,5.0,2.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,7.0,10.0,2,1,3,5,4,6,7.0,8.0,8.0,8.0,8.0,0,2.0,7.0,6.0,4.0,4.0,4.0,5.0,4.0
293,0,0.08,28.0,40.0,15.0,20.0,10.0,5.0,10.0,1,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,23.0,4.0,1.0,5.0,2.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,7.0,10.0,2,1,3,5,4,6,7.0,8.0,8.0,8.0,8.0,0,6.0,8.0,8.0,6.0,7.0,5.0,6.0,6.0
294,0,0.16,28.0,40.0,20.0,20.0,20.0,0.0,0.0,1,8.0,8.0,7.0,8.0,7.0,6.0,7.0,4.0,23.0,4.0,1.0,5.0,2.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,7.0,10.0,2,1,3,5,4,6,7.0,8.0,8.0,8.0,8.0,0,2.0,8.0,7.0,2.0,7.0,2.0,3.0,3.0
295,0,0.03,23.0,20.0,25.0,25.0,10.0,10.0,10.0,1,8.0,9.0,8.0,9.0,9.0,8.0,9.0,7.0,23.0,4.0,1.0,5.0,2.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,7.0,10.0,1,2,3,5,4,6,7.0,8.0,8.0,8.0,8.0,0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,5.0
299,0,-0.16,24.0,25.0,35.0,30.0,10.0,0.0,0.0,1,7.0,6.0,5.0,7.0,3.0,5.0,6.0,2.0,22.0,5.0,1.0,6.0,2.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,5.0,4.0,4,5,3,2,1,6,6.0,6.0,7.0,7.0,7.0,0,1.0,6.0,7.0,6.0,4.0,3.0,2.0,3.0
300,0,0.44,24.0,25.0,15.0,25.0,25.0,15.0,15.0,1,9.0,7.0,7.0,7.0,6.0,5.0,7.0,6.0,22.0,5.0,1.0,6.0,2.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,5.0,4.0,4,5,3,2,1,6,6.0,6.0,7.0,7.0,7.0,0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0
301,0,-0.27,28.0,25.0,15.0,25.0,15.0,0.0,20.0,1,8.0,8.0,7.0,8.0,6.0,7.0,8.0,7.0,22.0,5.0,1.0,6.0,2.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,5.0,4.0,4,6,3,2,1,5,6.0,6.0,7.0,7.0,7.0,0,3.0,6.0,6.0,4.0,5.0,1.0,1.0,2.0
302,1,0.29,26.0,20.0,35.0,20.0,10.0,10.0,5.0,1,9.0,8.0,8.0,8.0,7.0,9.0,9.5,7.0,22.0,5.0,1.0,6.0,2.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,5.0,4.0,4,5,3,2,1,6,6.0,6.0,7.0,7.0,7.0,1,8.0,7.0,6.0,6.0,4.0,4.0,6.0,5.0
303,0,-0.28,30.0,20.0,20.0,25.0,25.0,5.0,5.0,1,7.0,5.0,6.0,6.0,4.0,5.0,7.0,6.0,22.0,5.0,1.0,6.0,2.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,5.0,4.0,4,6,3,2,1,5,6.0,6.0,7.0,7.0,7.0,0,1.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0
307,0,0.2,23.0,25.0,10.0,35.0,15.0,0.0,15.0,1,8.0,4.0,4.0,7.0,5.0,3.0,6.0,2.0,22.0,5.0,1.0,6.0,2.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,5.0,4.0,4,5,3,2,1,6,6.0,6.0,7.0,7.0,7.0,0,1.0,2.0,6.0,1.0,6.0,2.0,2.0,3.0
308,0,-0.31,21.0,15.0,20.0,15.0,30.0,5.0,15.0,1,8.0,7.0,7.0,6.0,6.0,7.0,7.0,3.0,22.0,5.0,1.0,6.0,2.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,5.0,4.0,4,6,3,2,1,5,6.0,6.0,7.0,7.0,7.0,0,1.0,3.0,7.0,1.0,4.0,2.0,1.0,3.0
309,0,-0.07,28.0,40.0,15.0,20.0,10.0,5.0,10.0,1,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,22.0,5.0,1.0,6.0,2.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,5.0,4.0,4,6,3,2,1,5,6.0,6.0,7.0,7.0,7.0,0,6.0,4.0,8.0,3.0,8.0,2.0,3.0,3.0
310,0,-0.06,28.0,40.0,20.0,20.0,20.0,0.0,0.0,1,9.0,9.0,8.0,9.0,8.0,7.0,8.0,5.0,22.0,5.0,1.0,6.0,2.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,5.0,4.0,4,5,3,2,1,6,6.0,6.0,7.0,7.0,7.0,0,2.0,4.0,7.0,3.0,6.0,2.0,1.0,2.0
311,0,-0.16,23.0,20.0,25.0,25.0,10.0,10.0,10.0,1,9.0,8.0,9.0,10.0,9.0,8.0,10.0,7.0,22.0,5.0,1.0,6.0,2.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,5.0,4.0,4,6,3,2,1,5,6.0,6.0,7.0,7.0,7.0,0,5.0,6.0,6.0,4.0,3.0,4.0,4.0,1.0
332,1,-0.41,24.0,25.0,15.0,25.0,25.0,15.0,15.0,1,7.0,6.0,7.0,6.0,7.0,5.0,7.0,5.0,22.0,5.0,1.0,6.0,1.0,8.0,9.0,7.0,7.0,7.0,6.0,2.0,2.0,7.0,7.0,7.0,5.0,7.0,6.0,8.0,9.0,5.0,7.0,4.0,2,1,3,5,4,6,6.0,9.0,8.0,7.0,8.0,1,8.0,6.0,7.0,3.0,7.0,2.0,6.0,4.0
333,1,0.08,28.0,25.0,15.0,25.0,15.0,0.0,20.0,1,8.0,8.0,6.0,7.0,6.0,6.0,7.0,7.0,22.0,5.0,1.0,6.0,1.0,8.0,9.0,7.0,7.0,7.0,6.0,2.0,2.0,7.0,7.0,7.0,5.0,7.0,6.0,8.0,9.0,5.0,7.0,4.0,2,1,3,5,4,6,6.0,9.0,8.0,7.0,8.0,1,6.0,8.0,7.0,4.0,7.0,2.0,6.0,4.0
336,0,0.11,22.0,30.0,15.0,25.0,25.0,5.0,0.0,0,6.0,8.0,9.0,5.0,9.0,3.0,5.0,7.0,22.0,5.0,1.0,6.0,1.0,8.0,9.0,7.0,7.0,7.0,6.0,2.0,2.0,7.0,7.0,7.0,5.0,7.0,6.0,8.0,9.0,5.0,7.0,4.0,2,1,3,5,4,6,6.0,9.0,8.0,7.0,8.0,1,8.0,7.0,8.0,8.0,8.0,6.0,8.0,5.0
337,0,0.2,25.0,20.0,20.0,20.0,20.0,5.0,15.0,1,7.0,8.0,8.0,7.0,6.0,5.0,7.0,5.0,22.0,5.0,1.0,6.0,1.0,8.0,9.0,7.0,7.0,7.0,6.0,2.0,2.0,7.0,7.0,7.0,5.0,7.0,6.0,8.0,9.0,5.0,7.0,4.0,2,1,3,4,5,6,6.0,9.0,8.0,7.0,8.0,0,7.0,5.0,6.0,8.0,6.0,4.0,5.0,6.0
339,0,-0.05,23.0,25.0,10.0,35.0,15.0,0.0,15.0,0,5.0,8.0,5.0,3.0,3.0,3.0,6.0,5.0,22.0,5.0,1.0,6.0,1.0,8.0,9.0,7.0,7.0,7.0,6.0,2.0,2.0,7.0,7.0,7.0,5.0,7.0,6.0,8.0,9.0,5.0,7.0,4.0,2,1,3,4,5,6,6.0,9.0,8.0,7.0,8.0,1,6.0,7.0,7.0,4.0,6.0,6.0,6.0,5.0
340,0,0.42,21.0,15.0,20.0,15.0,30.0,5.0,15.0,0,5.0,7.0,6.0,7.0,5.0,5.0,5.0,4.0,22.0,5.0,1.0,6.0,1.0,8.0,9.0,7.0,7.0,7.0,6.0,2.0,2.0,7.0,7.0,7.0,5.0,7.0,6.0,8.0,9.0,5.0,7.0,4.0,2,1,3,4,5,6,6.0,9.0,8.0,7.0,8.0,1,6.0,8.0,8.0,5.0,7.0,5.0,8.0,7.0
342,0,-0.16,28.0,40.0,20.0,20.0,20.0,0.0,0.0,0,5.0,8.0,7.0,7.0,7.0,5.0,6.0,6.0,22.0,5.0,1.0,6.0,1.0,8.0,9.0,7.0,7.0,7.0,6.0,2.0,2.0,7.0,7.0,7.0,5.0,7.0,6.0,8.0,9.0,5.0,7.0,4.0,2,1,3,4,5,6,6.0,9.0,8.0,7.0,8.0,0,6.0,7.0,6.0,4.0,6.0,5.0,6.0,4.0
343,0,0.52,23.0,20.0,25.0,25.0,10.0,10.0,10.0,0,6.0,8.0,8.0,8.0,9.0,6.0,7.0,8.0,22.0,5.0,1.0,6.0,1.0,8.0,9.0,7.0,7.0,7.0,6.0,2.0,2.0,7.0,7.0,7.0,5.0,7.0,6.0,8.0,9.0,5.0,7.0,4.0,2,1,3,4,5,6,6.0,9.0,8.0,7.0,8.0,1,6.0,8.0,7.0,6.0,5.0,3.0,6.0,6.0
344,0,0.19,25.0,25.0,20.0,25.0,20.0,10.0,0.0,0,6.0,6.0,8.0,7.0,8.0,4.0,2.0,1.0,23.0,4.0,1.0,7.0,2.0,5.0,6.0,8.0,7.0,4.0,4.0,2.0,1.0,7.0,8.0,5.0,7.0,7.0,7.0,9.0,6.0,4.0,3.0,2.0,5,3,4,2,1,6,7.0,8.0,9.0,8.0,8.0,0,3.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0
347,0,0.21,24.0,25.0,35.0,30.0,10.0,0.0,0.0,0,3.0,4.0,7.0,3.0,7.0,1.0,3.0,2.0,23.0,4.0,1.0,7.0,2.0,5.0,6.0,8.0,7.0,4.0,4.0,2.0,1.0,7.0,8.0,5.0,7.0,7.0,7.0,9.0,6.0,4.0,3.0,2.0,6,1,2,3,4,5,7.0,8.0,9.0,8.0,8.0,0,4.0,6.0,6.0,5.0,7.0,6.0,6.0,5.0
348,0,-0.27,24.0,25.0,15.0,25.0,25.0,15.0,15.0,1,7.0,7.0,7.0,7.0,6.0,7.0,8.0,7.0,23.0,4.0,1.0,7.0,2.0,5.0,6.0,8.0,7.0,4.0,4.0,2.0,1.0,7.0,8.0,5.0,7.0,7.0,7.0,9.0,6.0,4.0,3.0,2.0,6,2,4,3,1,5,7.0,8.0,9.0,8.0,8.0,0,6.0,9.0,7.0,5.0,6.0,3.0,7.0,4.0
349,0,-0.41,28.0,25.0,15.0,25.0,15.0,0.0,20.0,1,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,23.0,4.0,1.0,7.0,2.0,5.0,6.0,8.0,7.0,4.0,4.0,2.0,1.0,7.0,8.0,5.0,7.0,7.0,7.0,9.0,6.0,4.0,3.0,2.0,6,3,4,1,2,5,7.0,8.0,9.0,8.0,8.0,0,4.0,5.0,5.0,2.0,6.0,5.0,4.0,3.0
350,0,-0.02,26.0,20.0,35.0,20.0,10.0,10.0,5.0,0,6.0,8.0,8.0,9.0,8.0,6.0,7.0,5.0,23.0,4.0,1.0,7.0,2.0,5.0,6.0,8.0,7.0,4.0,4.0,2.0,1.0,7.0,8.0,5.0,7.0,7.0,7.0,9.0,6.0,4.0,3.0,2.0,5,2,1,3,4,6,7.0,8.0,9.0,8.0,8.0,0,8.0,7.0,7.0,7.0,5.0,5.0,7.0,6.0
351,0,0.09,30.0,20.0,20.0,25.0,25.0,5.0,5.0,0,9.0,5.0,6.0,3.0,6.0,3.0,6.0,6.0,23.0,4.0,1.0,7.0,2.0,5.0,6.0,8.0,7.0,4.0,4.0,2.0,1.0,7.0,8.0,5.0,7.0,7.0,7.0,9.0,6.0,4.0,3.0,2.0,5,1,4,2,3,6,7.0,8.0,9.0,8.0,8.0,0,5.0,5.0,5.0,7.0,7.0,6.0,8.0,6.0
355,0,-0.27,23.0,25.0,10.0,35.0,15.0,0.0,15.0,0,3.0,5.0,6.0,2.0,6.0,4.0,4.0,7.0,23.0,4.0,1.0,7.0,2.0,5.0,6.0,8.0,7.0,4.0,4.0,2.0,1.0,7.0,8.0,5.0,7.0,7.0,7.0,9.0,6.0,4.0,3.0,2.0,6,4,3,1,2,5,7.0,8.0,9.0,8.0,8.0,0,5.0,5.0,5.0,2.0,4.0,3.0,4.0,4.0
356,0,0.11,21.0,15.0,20.0,15.0,30.0,5.0,15.0,0,6.0,7.0,7.0,6.0,6.0,4.0,5.0,4.0,23.0,4.0,1.0,7.0,2.0,5.0,6.0,8.0,7.0,4.0,4.0,2.0,1.0,7.0,8.0,5.0,7.0,7.0,7.0,9.0,6.0,4.0,3.0,2.0,6,4,1,3,2,5,7.0,8.0,9.0,8.0,8.0,0,3.0,7.0,8.0,6.0,7.0,5.0,7.0,7.0
357,0,0.16,28.0,40.0,15.0,20.0,10.0,5.0,10.0,0,6.0,8.0,8.0,7.0,8.0,6.0,7.0,5.0,23.0,4.0,1.0,7.0,2.0,5.0,6.0,8.0,7.0,4.0,4.0,2.0,1.0,7.0,8.0,5.0,7.0,7.0,7.0,9.0,6.0,4.0,3.0,2.0,5,2,4,3,1,6,7.0,8.0,9.0,8.0,8.0,1,7.0,7.0,8.0,7.0,9.0,7.0,9.0,6.0
358,0,0.21,28.0,40.0,20.0,20.0,20.0,0.0,0.0,0,6.0,8.0,8.0,7.0,8.0,6.0,6.0,5.0,23.0,4.0,1.0,7.0,2.0,5.0,6.0,8.0,7.0,4.0,4.0,2.0,1.0,7.0,8.0,5.0,7.0,7.0,7.0,9.0,6.0,4.0,3.0,2.0,6,2,4,1,3,5,7.0,8.0,9.0,8.0,8.0,0,3.0,5.0,8.0,4.0,7.0,6.0,6.0,5.0
359,1,0.49,23.0,20.0,25.0,25.0,10.0,10.0,10.0,1,7.0,9.0,10.0,10.0,10.0,10.0,8.0,9.0,23.0,4.0,1.0,7.0,2.0,5.0,6.0,8.0,7.0,4.0,4.0,2.0,1.0,7.0,8.0,5.0,7.0,7.0,7.0,9.0,6.0,4.0,3.0,2.0,5,4,2,3,1,6,7.0,8.0,9.0,8.0,8.0,1,7.0,7.0,8.0,8.0,7.0,8.0,8.0,5.0
360,0,-0.19,25.0,25.0,20.0,25.0,20.0,10.0,0.0,0,7.0,5.0,4.0,4.0,8.0,3.0,2.0,1.0,24.0,8.0,1.0,4.0,3.0,3.0,3.0,7.0,10.0,7.0,7.0,7.0,2.0,6.0,6.0,8.0,8.0,8.0,6.0,7.0,10.0,6.0,5.0,4.0,1,4,3,2,5,6,8.0,8.0,9.0,8.0,9.0,0,4.0,6.0,6.0,6.0,6.0,4.0,5.0,4.0
363,0,-0.48,24.0,25.0,35.0,30.0,10.0,0.0,0.0,1,6.0,6.0,6.0,6.0,5.0,3.0,6.0,2.0,24.0,8.0,1.0,4.0,3.0,3.0,3.0,7.0,10.0,7.0,7.0,7.0,2.0,6.0,6.0,8.0,8.0,8.0,6.0,7.0,10.0,6.0,5.0,4.0,1,4,3,2,5,6,8.0,8.0,9.0,8.0,9.0,0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0
364,0,0.0,24.0,25.0,15.0,25.0,25.0,15.0,15.0,1,9.0,7.0,7.0,6.0,7.0,7.0,9.0,7.0,24.0,8.0,1.0,4.0,3.0,3.0,3.0,7.0,10.0,7.0,7.0,7.0,2.0,6.0,6.0,8.0,8.0,8.0,6.0,7.0,10.0,6.0,5.0,4.0,1,4,2,3,5,6,8.0,8.0,9.0,8.0,9.0,0,4.0,6.0,7.0,5.0,8.0,5.0,5.0,4.0
