,iid,id,wave,partner,pid,match,int_corr,age_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,age,imprelig,goal,date,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr_important,sinc_important,intel_important,fun_important,amb_important,shar_important,attr_self,sinc_self,fun_self,intel_self,amb_self,dec,attr,sinc,intel,fun,amb,shar,like,prob
587,56,1.0,3,2,67.0,0,-0.15,22.0,20.0,15.0,20.0,20.0,5.0,10.0,1,8.0,8.0,7.0,7.0,7.0,5.0,7.0,5.0,23.0,9.0,1.0,3.0,1.0,2.0,1.0,10.0,10.0,5.0,5.0,2.0,1.0,7.0,6.0,8.0,8.0,7.0,6.0,9.0,10.0,4.0,3.0,15.0,3,2,1,5,4,6,10.0,10.0,9.0,8.0,5.0,0,3.0,9.0,9.0,7.0,9.0,7.0,5.0,6.0
588,56,1.0,3,3,68.0,0,0.44,27.0,21.0,17.0,22.0,20.0,8.0,13.0,0,6.0,4.0,5.0,6.0,4.0,3.0,5.0,0.0,23.0,9.0,1.0,3.0,1.0,2.0,1.0,10.0,10.0,5.0,5.0,2.0,1.0,7.0,6.0,8.0,8.0,7.0,6.0,9.0,10.0,4.0,3.0,15.0,4,2,1,6,3,5,10.0,10.0,9.0,8.0,5.0,0,3.0,7.0,5.0,3.0,5.0,2.0,2.0,2.0
589,56,1.0,3,5,70.0,1,0.07,26.0,25.0,10.0,20.0,20.0,15.0,10.0,1,8.0,6.0,7.0,7.0,7.0,5.0,8.0,3.0,23.0,9.0,1.0,3.0,1.0,2.0,1.0,10.0,10.0,5.0,5.0,2.0,1.0,7.0,6.0,8.0,8.0,7.0,6.0,9.0,10.0,4.0,3.0,15.0,3,2,1,6,4,5,10.0,10.0,9.0,8.0,5.0,1,4.0,7.0,9.0,9.0,10.0,7.0,9.0,9.0
590,56,1.0,3,6,71.0,0,-0.37,21.0,60.0,15.0,0.0,15.0,0.0,10.0,1,9.0,8.0,8.0,10.0,9.0,6.0,8.0,1.0,23.0,9.0,1.0,3.0,1.0,2.0,1.0,10.0,10.0,5.0,5.0,2.0,1.0,7.0,6.0,8.0,8.0,7.0,6.0,9.0,10.0,4.0,3.0,15.0,3,1,2,6,4,5,10.0,10.0,9.0,8.0,5.0,0,3.0,10.0,8.0,6.0,7.0,7.0,5.0,10.0
591,56,1.0,3,7,72.0,0,0.65,22.0,21.0,20.0,19.0,20.0,10.0,10.0,1,7.0,8.0,7.0,5.0,7.0,5.0,6.0,7.0,23.0,9.0,1.0,3.0,1.0,2.0,1.0,10.0,10.0,5.0,5.0,2.0,1.0,7.0,6.0,8.0,8.0,7.0,6.0,9.0,10.0,4.0,3.0,15.0,4,1,2,6,3,5,10.0,10.0,9.0,8.0,5.0,0,3.0,10.0,5.0,3.0,5.0,4.0,3.0,10.0
592,56,1.0,3,8,73.0,0,-0.31,22.0,30.0,10.0,20.0,30.0,0.0,10.0,0,7.0,7.0,6.0,5.0,4.0,5.0,5.0,5.0,23.0,9.0,1.0,3.0,1.0,2.0,1.0,10.0,10.0,5.0,5.0,2.0,1.0,7.0,6.0,8.0,8.0,7.0,6.0,9.0,10.0,4.0,3.0,15.0,3,1,2,5,4,6,10.0,10.0,9.0,8.0,5.0,1,4.0,10.0,9.0,8.0,9.0,7.0,6.0,8.0
593,56,1.0,3,9,74.0,0,-0.06,25.0,30.0,0.0,30.0,30.0,10.0,0.0,0,8.0,10.0,8.0,8.0,10.0,5.0,7.0,1.0,23.0,9.0,1.0,3.0,1.0,2.0,1.0,10.0,10.0,5.0,5.0,2.0,1.0,7.0,6.0,8.0,8.0,7.0,6.0,9.0,10.0,4.0,3.0,15.0,3,2,1,6,4,5,10.0,10.0,9.0,8.0,5.0,0,3.0,10.0,7.0,3.0,5.0,2.0,3.0,3.0
594,56,1.0,3,10,75.0,0,0.37,24.0,20.0,20.0,20.0,20.0,10.0,10.0,1,8.0,6.0,6.0,7.0,7.0,5.0,6.0,5.0,23.0,9.0,1.0,3.0,1.0,2.0,1.0,10.0,10.0,5.0,5.0,2.0,1.0,7.0,6.0,8.0,8.0,7.0,6.0,9.0,10.0,4.0,3.0,15.0,4,2,1,6,3,5,10.0,10.0,9.0,8.0,5.0,0,3.0,10.0,9.0,2.0,9.0,3.0,3.0,6.0
595,57,2.0,3,1,66.0,0,0.23,29.0,20.0,25.0,15.0,15.0,53.0,20.0,0,4.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,22.0,10.0,3.0,5.0,2.0,4.0,4.0,5.0,9.0,9.0,9.0,9.0,1.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,12.0,6,2,3,1,4,5,6.0,10.0,10.0,9.0,10.0,0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0
596,57,2.0,3,2,67.0,0,-0.01,22.0,20.0,15.0,20.0,20.0,5.0,10.0,0,5.0,10.0,7.0,5.0,4.0,1.0,5.0,1.0,22.0,10.0,3.0,5.0,2.0,4.0,4.0,5.0,9.0,9.0,9.0,9.0,1.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,12.0,6,2,3,1,5,4,6.0,10.0,10.0,9.0,10.0,0,8.0,8.0,8.0,7.0,8.0,1.0,5.0,5.0
597,57,2.0,3,3,68.0,0,0.68,27.0,21.0,17.0,22.0,20.0,8.0,13.0,0,5.0,6.0,6.0,5.0,5.0,4.0,4.0,0.0,22.0,10.0,3.0,5.0,2.0,4.0,4.0,5.0,9.0,9.0,9.0,9.0,1.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,12.0,6,2,3,1,5,4,6.0,10.0,10.0,9.0,10.0,0,7.0,6.0,9.0,7.0,7.0,7.0,8.0,7.0
598,57,2.0,3,5,70.0,0,0.02,26.0,25.0,10.0,20.0,20.0,15.0,10.0,0,5.0,8.0,7.0,5.0,5.0,4.0,7.0,2.0,22.0,10.0,3.0,5.0,2.0,4.0,4.0,5.0,9.0,9.0,9.0,9.0,1.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,12.0,6,3,1,2,4,5,6.0,10.0,10.0,9.0,10.0,1,8.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0
599,57,2.0,3,6,71.0,1,-0.34,21.0,60.0,15.0,0.0,15.0,0.0,10.0,1,6.0,9.0,8.0,6.0,8.0,6.0,9.0,3.0,22.0,10.0,3.0,5.0,2.0,4.0,4.0,5.0,9.0,9.0,9.0,9.0,1.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,12.0,6,3,2,1,5,4,6.0,10.0,10.0,9.0,10.0,1,10.0,9.0,9.0,8.0,8.0,7.0,8.0,7.0
600,57,2.0,3,7,72.0,0,0.44,22.0,21.0,20.0,19.0,20.0,10.0,10.0,0,5.0,8.0,8.0,7.0,7.0,7.0,6.0,6.0,22.0,10.0,3.0,5.0,2.0,4.0,4.0,5.0,9.0,9.0,9.0,9.0,1.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,12.0,6,1,3,2,4,5,6.0,10.0,10.0,9.0,10.0,1,10.0,10.0,10.0,10.0,9.0,9.0,8.0,7.0
601,57,2.0,3,8,73.0,0,-0.58,22.0,30.0,10.0,20.0,30.0,0.0,10.0,0,6.0,8.0,6.0,6.0,6.0,5.0,5.0,6.0,22.0,10.0,3.0,5.0,2.0,4.0,4.0,5.0,9.0,9.0,9.0,9.0,1.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,12.0,6,1,3,2,5,4,6.0,10.0,10.0,9.0,10.0,1,10.0,10.0,10.0,10.0,10.0,9.0,8.0,7.0
602,57,2.0,3,9,74.0,0,0.34,25.0,30.0,0.0,30.0,30.0,10.0,0.0,0,7.0,6.0,6.0,8.0,6.0,5.0,5.0,2.0,22.0,10.0,3.0,5.0,2.0,4.0,4.0,5.0,9.0,9.0,9.0,9.0,1.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,12.0,6,3,1,2,5,4,6.0,10.0,10.0,9.0,10.0,0,8.0,9.0,10.0,10.0,9.0,10.0,9.0,8.0
603,57,2.0,3,10,75.0,0,0.23,24.0,20.0,20.0,20.0,20.0,10.0,10.0,1,6.0,8.0,7.0,6.0,5.0,5.0,6.0,5.0,22.0,10.0,3.0,5.0,2.0,4.0,4.0,5.0,9.0,9.0,9.0,9.0,1.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,12.0,6,1,2,3,4,5,6.0,10.0,10.0,9.0,10.0,0,8.0,8.0,10.0,10.0,9.0,7.0,8.0,8.0
604,60,5.0,3,3,68.0,0,0.28,27.0,21.0,17.0,22.0,20.0,8.0,13.0,0,3.0,6.0,5.0,4.0,6.0,4.0,4.0,5.0,29.0,10.0,4.0,6.0,2.0,3.0,1.0,9.0,9.0,5.0,5.0,3.0,1.0,5.0,5.0,2.0,10.0,7.0,6.0,9.0,5.0,5.0,4.0,10.0,6,2,1,4,5,3,7.0,9.0,9.0,9.0,9.0,0,5.0,1.0,9.0,1.0,1.0,1.0,2.0,1.0
605,60,5.0,3,5,70.0,0,0.45,26.0,25.0,10.0,20.0,20.0,15.0,10.0,0,6.0,6.0,6.0,8.0,6.0,5.0,7.0,2.0,29.0,10.0,4.0,6.0,2.0,3.0,1.0,9.0,9.0,5.0,5.0,3.0,1.0,5.0,5.0,2.0,10.0,7.0,6.0,9.0,5.0,5.0,4.0,10.0,6,3,1,4,5,2,7.0,9.0,9.0,9.0,9.0,0,6.0,10.0,10.0,8.0,8.0,8.0,6.0,2.0
606,60,5.0,3,6,71.0,0,-0.34,21.0,60.0,15.0,0.0,15.0,0.0,10.0,0,4.0,8.0,6.0,6.0,5.0,1.0,2.0,0.0,29.0,10.0,4.0,6.0,2.0,3.0,1.0,9.0,9.0,5.0,5.0,3.0,1.0,5.0,5.0,2.0,10.0,7.0,6.0,9.0,5.0,5.0,4.0,10.0,6,3,1,5,4,2,7.0,9.0,9.0,9.0,9.0,0,2.0,10.0,10.0,1.0,7.0,2.0,3.0,1.0
607,60,5.0,3,7,72.0,0,0.61,22.0,21.0,20.0,19.0,20.0,10.0,10.0,0,5.0,8.0,7.0,6.0,5.0,5.0,5.0,6.0,29.0,10.0,4.0,6.0,2.0,3.0,1.0,9.0,9.0,5.0,5.0,3.0,1.0,5.0,5.0,2.0,10.0,7.0,6.0,9.0,5.0,5.0,4.0,10.0,6,2,1,5,4,3,7.0,9.0,9.0,9.0,9.0,0,10.0,4.0,8.0,1.0,1.0,3.0,3.0,1.0
608,60,5.0,3,9,74.0,0,0.41,25.0,30.0,0.0,30.0,30.0,10.0,0.0,0,6.0,8.0,8.0,7.0,7.0,5.0,5.0,1.0,29.0,10.0,4.0,6.0,2.0,3.0,1.0,9.0,9.0,5.0,5.0,3.0,1.0,5.0,5.0,2.0,10.0,7.0,6.0,9.0,5.0,5.0,4.0,10.0,6,2,1,4,5,3,7.0,9.0,9.0,9.0,9.0,1,9.0,10.0,10.0,9.0,10.0,8.0,8.0,8.0
609,61,6.0,3,2,67.0,0,-0.04,22.0,20.0,15.0,20.0,20.0,5.0,10.0,0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,5.0,28.0,5.0,1.0,5.0,2.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0,5.0,5.0,6,4,1,5,3,2,7.0,10.0,7.0,10.0,7.0,0,6.0,8.0,7.0,8.0,7.0,3.0,5.0,4.0
610,61,6.0,3,3,68.0,0,0.8,27.0,21.0,17.0,22.0,20.0,8.0,13.0,0,4.0,6.0,6.0,5.0,5.0,2.0,5.0,0.0,28.0,5.0,1.0,5.0,2.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0,5.0,5.0,4,3,1,6,5,2,7.0,10.0,7.0,10.0,7.0,0,7.0,7.0,8.0,7.0,8.0,6.0,5.0,3.0
611,61,6.0,3,4,69.0,0,-0.18,28.0,50.0,10.0,30.0,10.0,0.0,0.0,0,2.0,8.0,8.0,4.0,6.0,3.0,4.0,4.0,28.0,5.0,1.0,5.0,2.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0,5.0,5.0,3,5,1,6,4,2,7.0,10.0,7.0,10.0,7.0,1,8.0,8.0,8.0,8.0,8.0,5.0,8.0,4.0
612,61,6.0,3,5,70.0,0,0.14,26.0,25.0,10.0,20.0,20.0,15.0,10.0,0,5.0,8.0,9.0,7.0,5.0,5.0,6.0,2.0,28.0,5.0,1.0,5.0,2.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0,5.0,5.0,5,6,1,3,4,2,7.0,10.0,7.0,10.0,7.0,0,6.0,5.0,6.0,8.0,8.0,4.0,5.0,2.0
613,61,6.0,3,6,71.0,1,-0.47,21.0,60.0,15.0,0.0,15.0,0.0,10.0,1,6.0,6.0,8.0,7.0,7.0,2.0,8.0,0.0,28.0,5.0,1.0,5.0,2.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0,5.0,5.0,4,6,1,3,5,2,7.0,10.0,7.0,10.0,7.0,1,6.0,9.0,8.0,8.0,8.0,5.0,6.0,4.0
614,61,6.0,3,7,72.0,0,0.41,22.0,21.0,20.0,19.0,20.0,10.0,10.0,0,5.0,8.0,7.0,5.0,6.0,5.0,6.0,7.0,28.0,5.0,1.0,5.0,2.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0,5.0,5.0,5,6,2,3,4,1,7.0,10.0,7.0,10.0,7.0,0,7.0,7.0,8.0,8.0,8.0,5.0,6.0,4.0
615,61,6.0,3,8,73.0,0,-0.56,22.0,30.0,10.0,20.0,30.0,0.0,10.0,0,3.0,7.0,7.0,3.0,6.0,5.0,3.0,3.0,28.0,5.0,1.0,5.0,2.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0,5.0,5.0,4,3,1,5,6,2,7.0,10.0,7.0,10.0,7.0,0,6.0,5.0,7.0,8.0,9.0,4.0,4.0,2.0
616,61,6.0,3,9,74.0,0,0.53,25.0,30.0,0.0,30.0,30.0,10.0,0.0,0,5.0,9.0,10.0,7.0,8.0,7.0,7.0,6.0,28.0,5.0,1.0,5.0,2.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0,5.0,5.0,3,4,2,5,6,1,7.0,10.0,7.0,10.0,7.0,0,5.0,8.0,8.0,8.0,7.0,4.0,7.0,5.0
617,61,6.0,3,10,75.0,1,0.28,24.0,20.0,20.0,20.0,20.0,10.0,10.0,1,6.0,7.0,8.0,6.0,5.0,7.0,6.0,6.0,28.0,5.0,1.0,5.0,2.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0,5.0,5.0,5,3,2,4,6,1,7.0,10.0,7.0,10.0,7.0,1,6.0,8.0,8.0,8.0,8.0,5.0,7.0,4.0
618,62,7.0,3,1,66.0,0,0.27,29.0,20.0,25.0,15.0,15.0,53.0,20.0,1,9.0,8.0,8.0,8.0,7.0,5.0,8.0,5.0,26.0,1.0,2.0,7.0,2.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,5.0,1.0,1,5,3,2,6,4,9.0,9.0,9.0,9.0,9.0,0,6.0,7.0,7.0,7.0,8.0,6.0,6.0,7.0
619,62,7.0,3,2,67.0,1,0.26,22.0,20.0,15.0,20.0,20.0,5.0,10.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,26.0,1.0,2.0,7.0,2.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,5.0,1.0,1,4,2,3,5,6,9.0,9.0,9.0,9.0,9.0,1,8.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0
620,62,7.0,3,3,68.0,0,0.17,27.0,21.0,17.0,22.0,20.0,8.0,13.0,1,8.0,7.0,6.0,5.0,5.0,4.0,7.0,3.0,26.0,1.0,2.0,7.0,2.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,5.0,1.0,1,5,3,2,4,6,9.0,9.0,9.0,9.0,9.0,0,6.0,7.0,7.0,5.0,6.0,6.0,6.0,5.0
621,62,7.0,3,5,70.0,0,0.37,26.0,25.0,10.0,20.0,20.0,15.0,10.0,0,8.0,6.0,7.0,5.0,6.0,7.0,7.0,2.0,26.0,1.0,2.0,7.0,2.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,5.0,1.0,1,6,3,2,4,5,9.0,9.0,9.0,9.0,9.0,0,7.0,7.0,8.0,7.0,8.0,7.0,7.0,7.0
622,62,7.0,3,7,72.0,0,0.33,22.0,21.0,20.0,19.0,20.0,10.0,10.0,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,26.0,1.0,2.0,7.0,2.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,5.0,1.0,1,6,3,2,5,4,9.0,9.0,9.0,9.0,9.0,0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0
623,62,7.0,3,8,73.0,0,0.14,22.0,30.0,10.0,20.0,30.0,0.0,10.0,1,7.0,7.0,7.0,6.0,5.0,5.0,7.0,6.0,26.0,1.0,2.0,7.0,2.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,5.0,1.0,1,5,3,2,6,4,9.0,9.0,9.0,9.0,9.0,0,7.0,8.0,8.0,7.0,9.0,7.0,7.0,8.0
624,62,7.0,3,9,74.0,1,0.21,25.0,30.0,0.0,30.0,30.0,10.0,0.0,1,10.0,9.0,9.0,9.0,7.0,8.0,9.0,6.0,26.0,1.0,2.0,7.0,2.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,5.0,1.0,1,4,2,3,6,5,9.0,9.0,9.0,9.0,9.0,1,6.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0
625,62,7.0,3,10,75.0,0,0.26,24.0,20.0,20.0,20.0,20.0,10.0,10.0,1,6.0,5.0,6.0,4.0,5.0,5.0,6.0,5.0,26.0,1.0,2.0,7.0,2.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,5.0,1.0,1,5,2,3,4,6,9.0,9.0,9.0,9.0,9.0,0,7.0,7.0,8.0,6.0,8.0,6.0,6.0,7.0
626,63,8.0,3,1,66.0,0,0.17,29.0,20.0,25.0,15.0,15.0,53.0,20.0,0,2.0,6.0,7.0,5.0,6.0,4.0,5.0,6.0,24.0,3.0,3.0,6.0,1.0,5.0,3.0,8.0,6.0,9.0,8.0,5.0,1.0,2.0,10.0,1.0,8.0,9.0,4.0,5.0,6.0,2.0,6.0,2.0,5,3,1,2,6,4,6.0,8.0,9.0,8.0,7.0,1,2.0,7.0,7.0,5.0,4.0,2.0,6.0,5.0
627,63,8.0,3,2,67.0,1,0.03,22.0,20.0,15.0,20.0,20.0,5.0,10.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,24.0,3.0,3.0,6.0,1.0,5.0,3.0,8.0,6.0,9.0,8.0,5.0,1.0,2.0,10.0,1.0,8.0,9.0,4.0,5.0,6.0,2.0,6.0,2.0,5,3,1,2,6,4,6.0,8.0,9.0,8.0,7.0,1,7.0,7.0,7.0,5.0,5.0,5.0,7.0,5.0
628,63,8.0,3,3,68.0,0,0.41,27.0,21.0,17.0,22.0,20.0,8.0,13.0,0,4.0,7.0,7.0,6.0,5.0,3.0,6.0,5.0,24.0,3.0,3.0,6.0,1.0,5.0,3.0,8.0,6.0,9.0,8.0,5.0,1.0,2.0,10.0,1.0,8.0,9.0,4.0,5.0,6.0,2.0,6.0,2.0,5,3,1,2,6,4,6.0,8.0,9.0,8.0,7.0,1,7.0,7.0,8.0,5.0,5.0,5.0,6.0,3.0
629,63,8.0,3,5,70.0,0,0.63,26.0,25.0,10.0,20.0,20.0,15.0,10.0,0,5.0,7.0,9.0,7.0,5.0,4.0,7.0,2.0,24.0,3.0,3.0,6.0,1.0,5.0,3.0,8.0,6.0,9.0,8.0,5.0,1.0,2.0,10.0,1.0,8.0,9.0,4.0,5.0,6.0,2.0,6.0,2.0,5,3,1,2,6,4,6.0,8.0,9.0,8.0,7.0,1,6.0,6.0,9.0,8.0,8.0,5.0,8.0,4.0
630,63,8.0,3,7,72.0,0,0.21,22.0,21.0,20.0,19.0,20.0,10.0,10.0,0,5.0,8.0,8.0,5.0,7.0,6.0,6.0,6.0,24.0,3.0,3.0,6.0,1.0,5.0,3.0,8.0,6.0,9.0,8.0,5.0,1.0,2.0,10.0,1.0,8.0,9.0,4.0,5.0,6.0,2.0,6.0,2.0,5,3,1,2,6,4,6.0,8.0,9.0,8.0,7.0,0,3.0,8.0,5.0,3.0,7.0,1.0,1.0,3.0
631,63,8.0,3,8,73.0,0,-0.23,22.0,30.0,10.0,20.0,30.0,0.0,10.0,0,4.0,8.0,7.0,6.0,7.0,5.0,2.0,7.0,24.0,3.0,3.0,6.0,1.0,5.0,3.0,8.0,6.0,9.0,8.0,5.0,1.0,2.0,10.0,1.0,8.0,9.0,4.0,5.0,6.0,2.0,6.0,2.0,5,3,1,2,6,4,6.0,8.0,9.0,8.0,7.0,0,4.0,5.0,5.0,5.0,8.0,5.0,3.0,1.0
632,63,8.0,3,9,74.0,0,0.59,25.0,30.0,0.0,30.0,30.0,10.0,0.0,0,7.0,8.0,7.0,7.0,3.0,5.0,6.0,3.0,24.0,3.0,3.0,6.0,1.0,5.0,3.0,8.0,6.0,9.0,8.0,5.0,1.0,2.0,10.0,1.0,8.0,9.0,4.0,5.0,6.0,2.0,6.0,2.0,5,3,1,2,6,4,6.0,8.0,9.0,8.0,7.0,0,3.0,8.0,8.0,7.0,8.0,3.0,5.0,5.0
633,63,8.0,3,10,75.0,0,0.16,24.0,20.0,20.0,20.0,20.0,10.0,10.0,0,5.0,6.0,6.0,7.0,6.0,5.0,5.0,5.0,24.0,3.0,3.0,6.0,1.0,5.0,3.0,8.0,6.0,9.0,8.0,5.0,1.0,2.0,10.0,1.0,8.0,9.0,4.0,5.0,6.0,2.0,6.0,2.0,5,3,1,2,6,4,6.0,8.0,9.0,8.0,7.0,0,3.0,7.0,4.0,2.0,3.0,2.0,3.0,5.0
634,64,9.0,3,1,66.0,0,-0.07,29.0,20.0,25.0,15.0,15.0,53.0,20.0,0,4.0,6.0,6.0,5.0,4.0,4.0,4.0,5.0,27.0,3.0,2.0,6.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,5.0,3.0,8.0,7.0,8.0,8.0,9.0,9.0,8.0,5.0,3.0,2.0,5,2,1,6,4,3,8.0,8.0,6.0,9.0,9.0,1,7.0,7.0,8.0,6.0,8.0,5.0,7.0,5.0
635,64,9.0,3,2,67.0,0,0.39,22.0,20.0,15.0,20.0,20.0,5.0,10.0,0,6.0,6.0,8.0,6.0,7.0,6.0,6.0,5.0,27.0,3.0,2.0,6.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,5.0,3.0,8.0,7.0,8.0,8.0,9.0,9.0,8.0,5.0,3.0,2.0,4,2,1,5,6,3,8.0,8.0,6.0,9.0,9.0,1,7.0,7.0,7.0,6.0,5.0,5.0,6.0,5.0
636,64,9.0,3,3,68.0,0,0.03,27.0,21.0,17.0,22.0,20.0,8.0,13.0,0,3.0,4.0,6.0,3.0,7.0,2.0,4.0,0.0,27.0,3.0,2.0,6.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,5.0,3.0,8.0,7.0,8.0,8.0,9.0,9.0,8.0,5.0,3.0,2.0,6,2,1,4,5,3,8.0,8.0,6.0,9.0,9.0,0,4.0,5.0,7.0,4.0,5.0,3.0,4.0,2.0
637,64,9.0,3,4,69.0,0,-0.18,28.0,50.0,10.0,30.0,10.0,0.0,0.0,0,4.0,6.0,8.0,4.0,9.0,1.0,4.0,3.0,27.0,3.0,2.0,6.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,5.0,3.0,8.0,7.0,8.0,8.0,9.0,9.0,8.0,5.0,3.0,2.0,6,1,2,4,5,3,8.0,8.0,6.0,9.0,9.0,1,7.0,7.0,8.0,6.0,4.0,4.0,7.0,5.0
638,64,9.0,3,5,70.0,0,0.34,26.0,25.0,10.0,20.0,20.0,15.0,10.0,0,6.0,6.0,9.0,6.0,6.0,5.0,6.0,2.0,27.0,3.0,2.0,6.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,5.0,3.0,8.0,7.0,8.0,8.0,9.0,9.0,8.0,5.0,3.0,2.0,5,1,2,4,6,3,8.0,8.0,6.0,9.0,9.0,0,5.0,6.0,8.0,6.0,8.0,4.0,5.0,3.0
639,64,9.0,3,6,71.0,0,-0.05,21.0,60.0,15.0,0.0,15.0,0.0,10.0,0,7.0,7.0,9.0,8.0,8.0,5.0,6.0,0.0,27.0,3.0,2.0,6.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,5.0,3.0,8.0,7.0,8.0,8.0,9.0,9.0,8.0,5.0,3.0,2.0,5,1,2,4,6,3,8.0,8.0,6.0,9.0,9.0,1,5.0,6.0,6.0,4.0,7.0,5.0,6.0,4.0
640,64,9.0,3,7,72.0,0,0.07,22.0,21.0,20.0,19.0,20.0,10.0,10.0,0,6.0,7.0,8.0,4.0,7.0,6.0,5.0,5.0,27.0,3.0,2.0,6.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,5.0,3.0,8.0,7.0,8.0,8.0,9.0,9.0,8.0,5.0,3.0,2.0,5,1,2,4,6,3,8.0,8.0,6.0,9.0,9.0,1,6.0,6.0,7.0,6.0,6.0,6.0,6.0,4.0
641,64,9.0,3,8,73.0,0,-0.01,22.0,30.0,10.0,20.0,30.0,0.0,10.0,0,3.0,7.0,6.0,6.0,5.0,5.0,3.0,1.0,27.0,3.0,2.0,6.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,5.0,3.0,8.0,7.0,8.0,8.0,9.0,9.0,8.0,5.0,3.0,2.0,5,2,1,4,6,3,8.0,8.0,6.0,9.0,9.0,1,6.0,6.0,7.0,6.0,5.0,4.0,5.0,3.0
